timestamp_s,ue_id,serving_gnb,wideband_cqi,previous_quality,total_rbs,rb_available,wideband_sinr_db,rsrp_dbm,rsrq_db,mcs
10.4,15,gnb_1,14.960000,3,25,7,,,,
10.4,2,gnb_2,13.480000,2,25,7,,,,
10.4,31,gnb_1,14.720000,3,25,7,,,,
10.5,0,gnb_2,14.520000,2,25,7,,,,
10.5,1,gnb_2,13.840000,2,25,7,,,,
10.5,15,gnb_1,14.960000,3,25,7,,,,
10.5,2,gnb_2,13.520000,2,25,7,,,,
10.5,31,gnb_1,14.720000,3,25,7,,,,
10.6,0,gnb_2,14.000000,2,25,7,,,,
10.6,1,gnb_2,13.840000,2,25,7,,,,
10.6,15,gnb_1,14.960000,3,25,7,,,,
10.6,2,gnb_2,13.520000,2,25,7,,,,
10.6,31,gnb_1,14.720000,3,25,7,,,,
10.7,0,gnb_2,14.000000,2,25,7,,,,
10.7,1,gnb_2,14.200000,2,25,7,,,,
10.7,15,gnb_1,14.960000,3,25,7,,,,
10.7,2,gnb_2,13.520000,2,25,7,,,,
10.7,31,gnb_1,13.320000,3,25,7,,,,
10.8,0,gnb_2,14.000000,2,25,7,,,,
10.8,1,gnb_2,14.200000,2,25,7,,,,
10.8,15,gnb_1,14.960000,3,25,7,,,,
10.8,2,gnb_2,13.520000,2,25,7,,,,
10.8,31,gnb_1,13.360000,3,25,7,,,,
10.9,0,gnb_2,14.000000,2,25,7,,,,
10.9,1,gnb_2,14.240000,2,25,7,,,,
10.9,15,gnb_1,14.960000,3,25,7,,,,
10.9,2,gnb_2,13.520000,2,25,7,,,,
10.9,31,gnb_1,13.400000,3,25,7,,,,
11.0,0,gnb_2,14.000000,2,25,7,,,,
11.0,1,gnb_2,14.240000,2,25,7,,,,
11.0,15,gnb_1,14.840000,3,25,7,,,,
11.0,2,gnb_2,14.240000,2,25,7,,,,
11.0,31,gnb_1,13.400000,3,25,7,,,,
11.1,0,gnb_2,14.000000,2,25,7,,,,
11.1,1,gnb_2,14.240000,2,25,7,,,,
11.1,15,gnb_1,14.840000,3,25,7,,,,
11.1,2,gnb_2,14.240000,2,25,7,,,,
11.1,31,gnb_1,13.400000,3,25,7,,,,
11.2,0,gnb_2,14.280000,2,25,7,,,,
11.2,1,gnb_2,13.760000,2,25,7,,,,
11.2,15,gnb_1,14.840000,3,25,7,,,,
11.2,2,gnb_2,14.240000,2,25,7,,,,
11.2,31,gnb_1,11.600000,3,25,7,,,,
11.3,0,gnb_2,14.280000,2,25,7,,,,
11.3,1,gnb_2,13.760000,2,25,7,,,,
11.3,15,gnb_1,14.840000,3,25,7,,,,
11.3,2,gnb_2,14.240000,2,25,7,,,,
11.3,31,gnb_1,11.600000,3,25,7,,,,
11.4,0,gnb_2,14.280000,2,25,7,,,,
11.4,1,gnb_2,13.800000,2,25,7,,,,
11.4,15,gnb_1,14.840000,3,25,7,,,,
11.4,2,gnb_2,14.240000,2,25,7,,,,
11.4,31,gnb_1,11.640000,3,25,7,,,,
11.5,0,gnb_2,14.280000,2,25,7,,,,
11.5,1,gnb_2,13.840000,2,25,7,,,,
11.5,15,gnb_1,14.840000,3,25,7,,,,
11.5,2,gnb_2,14.240000,2,25,7,,,,
11.5,31,gnb_1,11.680000,3,25,7,,,,
11.6,0,gnb_2,14.280000,2,25,7,,,,
11.6,1,gnb_2,13.840000,2,25,7,,,,
11.6,15,gnb_1,14.840000,3,25,7,,,,
11.6,2,gnb_2,14.240000,2,25,7,,,,
11.6,31,gnb_1,11.720000,3,25,7,,,,
11.7,0,gnb_2,13.280000,2,25,7,,,,
11.7,1,gnb_2,14.000000,2,25,7,,,,
11.7,15,gnb_1,14.840000,3,25,7,,,,
11.7,2,gnb_2,14.240000,2,25,7,,,,
11.7,31,gnb_1,14.480000,3,25,7,,,,
11.8,0,gnb_2,13.280000,2,25,7,,,,
11.8,1,gnb_2,14.000000,2,25,7,,,,
11.8,15,gnb_1,14.480000,3,25,7,,,,
11.8,2,gnb_2,14.240000,2,25,7,,,,
11.8,3,gnb_2,13.200000,1,25,7,,,,
11.8,31,gnb_1,14.520000,3,25,7,,,,
11.9,0,gnb_2,13.280000,2,25,7,,,,
11.9,1,gnb_2,14.000000,2,25,7,,,,
11.9,15,gnb_1,14.480000,3,25,7,,,,
11.9,2,gnb_2,14.760000,2,25,7,,,,
11.9,3,gnb_2,13.200000,1,25,7,,,,
11.9,31,gnb_1,14.560000,3,25,7,,,,
12.0,0,gnb_2,13.280000,2,25,7,,,,
12.0,1,gnb_2,14.000000,2,25,7,,,,
12.0,15,gnb_1,14.480000,3,25,7,,,,
12.0,2,gnb_2,14.760000,2,25,7,,,,
12.0,3,gnb_2,13.200000,1,25,7,,,,
12.0,31,gnb_1,14.560000,3,25,7,,,,
12.1,0,gnb_2,13.280000,2,25,7,,,,
12.1,1,gnb_2,14.000000,2,25,7,,,,
12.1,15,gnb_1,14.480000,3,25,7,,,,
12.1,2,gnb_2,14.760000,2,25,7,,,,
12.1,3,gnb_2,13.200000,1,25,7,,,,
12.1,31,gnb_1,14.560000,3,25,7,,,,
12.2,0,gnb_2,13.200000,2,25,7,,,,
12.2,1,gnb_2,14.760000,2,25,7,,,,
12.2,15,gnb_1,14.480000,3,25,7,,,,
12.2,2,gnb_2,14.760000,2,25,7,,,,
12.2,3,gnb_2,13.200000,1,25,7,,,,
12.2,31,gnb_1,14.720000,3,25,7,,,,
12.3,0,gnb_2,13.200000,2,25,7,,,,
12.3,1,gnb_2,14.760000,2,25,7,,,,
12.3,15,gnb_1,14.480000,3,25,7,,,,
12.3,2,gnb_2,14.760000,2,25,7,,,,
12.3,3,gnb_2,13.200000,1,25,7,,,,
12.3,31,gnb_1,14.720000,3,25,7,,,,
12.4,0,gnb_2,13.240000,2,25,7,,,,
12.4,1,gnb_2,14.760000,2,25,7,,,,
12.4,15,gnb_1,14.480000,3,25,7,,,,
12.4,2,gnb_2,14.760000,2,25,7,,,,
12.4,3,gnb_2,13.200000,1,25,7,,,,
12.4,31,gnb_1,14.720000,3,25,7,,,,
12.5,0,gnb_2,13.240000,2,25,7,,,,
12.5,1,gnb_2,14.760000,2,25,7,,,,
12.5,15,gnb_1,14.480000,3,25,7,,,,
12.5,2,gnb_2,14.760000,2,25,7,,,,
12.5,3,gnb_2,13.200000,1,25,7,,,,
12.5,31,gnb_1,14.720000,3,25,7,,,,
12.6,0,gnb_2,13.240000,2,25,7,,,,
12.6,1,gnb_2,14.760000,2,25,7,,,,
12.6,15,gnb_1,14.920000,3,25,7,,,,
12.6,2,gnb_2,14.240000,2,25,7,,,,
12.6,3,gnb_2,13.200000,2,25,7,,,,
12.6,31,gnb_1,14.720000,3,25,7,,,,
12.7,0,gnb_2,14.440000,2,25,7,,,,
12.7,1,gnb_2,14.840000,2,25,7,,,,
12.7,15,gnb_1,14.920000,3,25,7,,,,
12.7,2,gnb_2,14.280000,2,25,7,,,,
12.7,3,gnb_2,13.200000,2,25,7,,,,
12.7,31,gnb_1,14.400000,3,25,7,,,,
12.8,0,gnb_2,14.440000,2,25,7,,,,
12.8,1,gnb_2,14.840000,2,25,7,,,,
12.8,15,gnb_1,14.920000,3,25,7,,,,
12.8,2,gnb_2,14.280000,2,25,7,,,,
12.8,3,gnb_2,13.200000,2,25,7,,,,
12.8,31,gnb_1,14.440000,3,25,7,,,,
12.9,0,gnb_2,14.440000,2,25,7,,,,
12.9,1,gnb_2,14.840000,2,25,7,,,,
12.9,15,gnb_1,14.920000,3,25,7,,,,
12.9,2,gnb_2,14.280000,2,25,7,,,,
12.9,3,gnb_2,13.200000,2,25,7,,,,
12.9,31,gnb_1,14.440000,3,25,7,,,,
13.0,0,gnb_2,14.440000,2,25,7,,,,
13.0,1,gnb_2,14.840000,2,25,7,,,,
13.0,15,gnb_1,14.920000,3,25,7,,,,
13.0,2,gnb_2,14.280000,2,25,7,,,,
13.0,3,gnb_2,13.240000,2,25,7,,,,
